finaldays,Date,Teams,Side,Opponent,Won,Ban1,Ban2,Ban3,Ban4,Ban5,Ban6,Pick1,Pick2,Pick3,Pick4,Pick5,Pick6,Ban7,Ban8,Ban9,Ban10,Pick7,Pick8,Pick9,Pick10
-67.87374999999997,2025-07-21T10:05:42.371Z,THUNDER TALK GAMING,blue,Ultra Prime,TRUE,Gwen,Pantheon,Galio,Varus,Ryze,Trundle,Annie,Wukong,Aurora,Senna,Nautilus,Sivir,Jarvan IV,Rell,Viego,Rakan,Leona,K'Sante,Lee Sin,Gnar
-67.87374999999997,2025-07-21T11:01:00.298Z,THUNDER TALK GAMING,red,Ultra Prime,TRUE,Trundle,Pantheon,Yone,Gwen,Varus,Azir,Lucian,Ryze,Skarner,Rell,Cassiopeia,Ambessa,Renekton,Xayah,Jarvan IV,Kai'Sa,Aphelios,Jax,Sejuani,Renata Glasc
-64.87374999999997,2025-07-24T11:08:16.485Z,THUNDER TALK GAMING,blue,Suzhou LNG Esports,TRUE,Gwen,Pantheon,Azir,Vi,Annie,Senna,Taliyah,Aurora,Varus,Sivir,Alistar,Jarvan IV,Poppy,Rumble,K'Sante,Rakan,Neeko,Sion,Xin Zhao,Ambessa
-64.87374999999997,2025-07-24T12:11:02.369Z,THUNDER TALK GAMING,red,Suzhou LNG Esports,TRUE,Senna,Pantheon,Ryze,Gwen,Poppy,Trundle,Vi,Annie,Xayah,Azir,Rumble,Rakan,Nautilus,Galio,Rell,Wukong,Nocturne,Lucian,Braum,Ornn
-56.436874999999986,2025-08-02T07:14:33.822Z,THUNDER TALK GAMING,blue,Hangzhou LGD Gaming,FALSE,Azir,Pantheon,Gwen,Varus,Jarvan IV,Taliyah,Trundle,Rumble,Yone,Galio,Aurora,Maokai,Senna,Lucian,Sivir,Corki,Jhin,Kai'Sa,Alistar,Rakan
-56.436874999999986,2025-08-02T08:08:52.731Z,THUNDER TALK GAMING,blue,Hangzhou LGD Gaming,FALSE,Azir,Pantheon,Gwen,Varus,Vi,Taliyah,Xin Zhao,Ambessa,Wukong,Poppy,Orianna,Ryze,Senna,Lucian,Sivir,Corki,Caitlyn,Miss Fortune,Nautilus,Braum
-53.436874999999986,2025-08-05T09:12:23.673Z,THUNDER TALK GAMING,red,Shenzhen NINJAS IN PYJAMAS,TRUE,Trundle,Galio,Rumble,Varus,Poppy,Pantheon,Vi,Aurora,Xayah,Taliyah,Ambessa,Rakan,Nautilus,Xin Zhao,Alistar,Wukong,Renekton,Yunara,Rell,Nocturne
-53.436874999999986,2025-08-05T10:16:58.890Z,THUNDER TALK GAMING,red,Shenzhen NINJAS IN PYJAMAS,FALSE,Trundle,Galio,Wukong,Gwen,Sivir,Varus,Pantheon,Sion,Xin Zhao,Aatrox,Senna,Orianna,Sylas,Alistar,Ryze,Smolder,Lucian,Akali,Nautilus,Braum
-53.436874999999986,2025-08-05T11:21:38.266Z,THUNDER TALK GAMING,blue,Shenzhen NINJAS IN PYJAMAS,FALSE,Galio,Varus,Annie,Rumble,Jax,Gwen,Yone,Ryze,Lee Sin,Sejuani,Alistar,Smolder,Ziggs,Leona,Sivir,Poppy,K'Sante,Kai'Sa,Gnar,Renata Glasc
-51.436874999999986,2025-08-07T11:18:53.865Z,THUNDER TALK GAMING,blue,Shenzhen NINJAS IN PYJAMAS,TRUE,Gwen,Pantheon,Galio,Varus,Senna,Trundle,Annie,Sion,Wukong,Vi,Yunara,Taliyah,Rumble,Kai'Sa,Poppy,Xayah,Alistar,Lulu,Ornn,Sivir
-51.436874999999986,2025-08-07T12:17:10.421Z,THUNDER TALK GAMING,red,Shenzhen NINJAS IN PYJAMAS,FALSE,Trundle,Pantheon,Rumble,Galio,Aurora,Gwen,Varus,Xayah,Rakan,Xin Zhao,Nautilus,Jarvan IV,Akali,Orianna,Ryze,Sylas,Ahri,Viktor,K'Sante,Ambessa
-51.436874999999986,2025-08-07T13:12:34.154Z,THUNDER TALK GAMING,blue,Shenzhen NINJAS IN PYJAMAS,FALSE,Galio,Pantheon,Senna,Rumble,Jax,Yone,Aurora,Gwen,Ryze,Nocturne,Orianna,Trundle,Aphelios,Rell,Lucian,Smolder,Kai'Sa,Corki,Neeko,Blitzcrank
-48.436874999999986,2025-08-10T09:13:03.553Z,THUNDER TALK GAMING,blue,SHANGHAI EDWARD GAMING HYCAN,TRUE,Gwen,Pantheon,Taliyah,Yunara,Varus,Annie,Aurora,Azir,Trundle,Vi,Rumble,Alistar,Rakan,Xayah,Nautilus,Kai'Sa,K'Sante,Smolder,Braum,Corki
-48.436874999999986,2025-08-10T10:11:33.488Z,THUNDER TALK GAMING,red,SHANGHAI EDWARD GAMING HYCAN,FALSE,Annie,Pantheon,Ryze,Taliyah,Gwen,Varus,Yunara,Xin Zhao,Aphelios,Wukong,Nautilus,Renata Glasc,Ornn,Renekton,Ambessa,Sion,Sylas,Orianna,Aatrox,Poppy
-48.436874999999986,2025-08-10T11:02:25.865Z,THUNDER TALK GAMING,blue,SHANGHAI EDWARD GAMING HYCAN,FALSE,Taliyah,Pantheon,Jax,Gwen,Renekton,Xayah,Varus,Ambessa,Jhin,Sion,Rell,Leona,Akali,Viktor,Ryze,Annie,Jarvan IV,Ahri,Nocturne,Galio
-42.436874999999986,2025-08-16T10:03:51.623Z,THUNDER TALK GAMING,blue,Ultra Prime,FALSE,Gwen,Yunara,Galio,Varus,Xin Zhao,Vi,Pantheon,Trundle,Taliyah,Orianna,Rumble,Sion,Smolder,Lucian,Rakan,Nautilus,Alistar,Rell,Kai'Sa,Sivir
-42.436874999999986,2025-08-16T10:55:22.894Z,THUNDER TALK GAMING,blue,Ultra Prime,TRUE,Gwen,Yunara,Galio,Vi,Varus,Annie,Aurora,Ryze,Xin Zhao,Nautilus,Senna,Ambessa,Renekton,Smolder,Poppy,Corki,Lucian,Wukong,Aatrox,Braum
-42.436874999999986,2025-08-16T11:54:45.522Z,THUNDER TALK GAMING,red,Ultra Prime,FALSE,Poppy,Gwen,Xayah,Yunara,Varus,Galio,Vi,Annie,Leona,Akali,Rakan,Lee Sin,Jax,Corki,Jhin,Ezreal,Ornn,K'Sante,Miss Fortune,Smolder
-38.436874999999986,2025-08-20T09:10:19.718Z,THUNDER TALK GAMING,red,Hangzhou LGD Gaming,FALSE,Varus,Yone,Pantheon,Yunara,Taliyah,Gwen,Wukong,Annie,Vi,Rumble,Galio,Ornn,Braum,Neeko,Xayah,Kai'Sa,Alistar,Corki,Rell,Sivir
-38.436874999999986,2025-08-20T10:04:59.741Z,THUNDER TALK GAMING,blue,Hangzhou LGD Gaming,FALSE,Yone,Yunara,Gwen,Pantheon,Renekton,Varus,Ambessa,Taliyah,Trundle,Jarvan IV,Akali,Yorick,Senna,Poppy,Lucian,Nautilus,Neeko,Ezreal,Karma,Kai'Sa
-35.436874999999986,2025-08-23T07:10:25.283Z,THUNDER TALK GAMING,red,Suzhou LNG Esports,FALSE,Vi,Gwen,Yunara,Viego,Varus,Annie,Wukong,Rumble,Taliyah,Ornn,Ahri,Trundle,Neeko,Xayah,Rell,Nautilus,Alistar,Rakan,Kai'Sa,Corki
-35.436874999999986,2025-08-23T08:01:17.582Z,THUNDER TALK GAMING,blue,Suzhou LNG Esports,FALSE,Gwen,Vi,Azir,Yunara,Viego,Varus,Annie,Pantheon,Orianna,Sion,Nocturne,K'Sante,Senna,Braum,Lucian,Xayah,Sivir,Smolder,Rell,Leona
-623.495,2024-01-13T16:04:00Z,Team BDS,blue,G2 Esports,FALSE,Draven,Caitlyn,Bel'Veth,Ashe,LeBlanc,Rumble,Kalista,Neeko,Aphelios,Nocturne,Akali,Renata Glasc,Blitzcrank,Jax,Bard,Poppy,Vi,Pyke,Renekton,Gwen
-622.495,2024-01-14T16:31:00Z,Team BDS,red,GIANTX,TRUE,Nocturne,Draven,Vi,LeBlanc,Poppy,Rumble,Kalista,Ashe,Graves,Lee Sin,Neeko,Varus,Blitzcrank,Olaf,Nautilus,Darius,Orianna,Rell,K'Sante,Garen
-621.495,2024-01-15T16:01:00Z,Team BDS,red,Team Vitality,TRUE,Darius,LeBlanc,Ashe,Jax,Poppy,Kalista,Rumble,Karma,Xin Zhao,Varus,Orianna,Azir,Vi,Lucian,Nocturne,Caitlyn,Jhin,Jarvan IV,Rakan,Sion
-616.495,2024-01-20T18:55:00Z,Team BDS,blue,Fnatic,TRUE,Poppy,Neeko,Lucian,Rumble,Corki,Darius,Ashe,Varus,Orianna,Vi,Azir,Xin Zhao,Heimerdinger,Gwen,Sion,Jax,Udyr,Olaf,Blitzcrank,Rell
-615.495,2024-01-21T16:01:00Z,Team BDS,red,MAD Lions,TRUE,Ashe,Rumble,Azir,LeBlanc,Senna,Poppy,Kalista,Varus,Neeko,Renata Glasc,Corki,Blitzcrank,Sejuani,Malphite,K'Sante,Sion,Vi,Rell,Kennen,Renekton
-614.495,2024-01-22T16:01:00Z,Team BDS,red,SK Gaming,TRUE,Vi,Jax,Ashe,Draven,Senna,Kalista,Milio,Varus,Xin Zhao,Lucian,Rell,Blitzcrank,Sion,Darius,Azir,Olaf,Neeko,Rumble,Tristana,K'Sante
-609.495,2024-01-27T16:06:00Z,Team BDS,blue,Team Heretics,TRUE,Draven,Ashe,Seraphine,Blitzcrank,Senna,Neeko,Azir,Varus,Rumble,Vi,Jhin,Tristana,Olaf,Maokai,Karma,Renata Glasc,Nautilus,K'Sante,Rell,Trundle
-608.495,2024-01-28T17:20:00Z,Team BDS,red,Rogue,TRUE,Vi,Senna,Varus,LeBlanc,Poppy,Gnar,Kalista,Ashe,Xin Zhao,Blitzcrank,Corki,Orianna,Maokai,Olaf,Rell,Darius,Alistar,K'Sante,Jarvan IV,Garen
-607.495,2024-01-29T17:02:00Z,Team BDS,blue,Karmine Corp,FALSE,Senna,Varus,Xayah,Blitzcrank,Rumble,Xin Zhao,Ashe,Kalista,Maokai,Vi,Renata Glasc,Azir,K'Sante,Pyke,Orianna,Jayce,Bard,Renekton,Neeko,Olaf
-603.058125,2024-02-03T16:01:00Z,Team BDS,blue,Team Heretics,TRUE,Draven,Azir,Seraphine,Vi,Karma,Ashe,Varus,Ezreal,Maokai,Orianna,Xin Zhao,Kalista,Blitzcrank,Renata Glasc,K'Sante,Ryze,Bard,Nautilus,Rumble,Udyr
-603.058125,2024-02-03T16:01:00Z,Team BDS,blue,Team Heretics,TRUE,Draven,Azir,Seraphine,Ashe,Karma,Xin Zhao,Varus,Kalista,Vi,Poppy,Orianna,Neeko,Darius,Renata Glasc,Olaf,Udyr,K'Sante,Garen,Nautilus,Blitzcrank
-601.058125,2024-02-05T16:01:00Z,Team BDS,blue,Team Vitality,TRUE,Brand,Varus,Kalista,Orianna,Rell,Darius,Maokai,Karma,Xin Zhao,Aphelios,Blitzcrank,Akali,Twisted Fate,Ezreal,Olaf,Xayah,Nautilus,K'Sante,Azir,Jinx
-601.058125,2024-02-05T16:01:00Z,Team BDS,red,Team Vitality,TRUE,Orianna,Brand,Blitzcrank,Maokai,Karma,Rell,Varus,Xin Zhao,Jhin,Ashe,Akali,Nautilus,Bel'Veth,Garen,Poppy,Olaf,Azir,K'Sante,Viego,Darius
-595.058125,2024-02-11T16:01:00Z,Team BDS,red,G2 Esports,FALSE,Ashe,Draven,Renata Glasc,Maokai,Darius,Brand,Kalista,Varus,Orianna,Twisted Fate,Vi,Poppy,Braum,Jax,Nautilus,Blitzcrank,Rell,Azir,Taric,Rumble
-595.058125,2024-02-11T16:01:00Z,Team BDS,blue,G2 Esports,FALSE,Draven,Ashe,LeBlanc,Azir,Twisted Fate,Maokai,Varus,Kalista,K'Sante,Orianna,Blitzcrank,Braum,Vi,Hwei,Poppy,Bel'Veth,Lillia,Gnar,Xin Zhao,Yasuo
-595.058125,2024-02-11T16:01:00Z,Team BDS,red,G2 Esports,FALSE,Ashe,Draven,Renata Glasc,Maokai,Poppy,Twisted Fate,Kalista,Varus,Brand,Ivern,Hwei,Azir,Braum,Darius,Zac,Olaf,Nautilus,K'Sante,Leona,Jax
-589.058125,2024-02-17T16:02:00Z,Team BDS,blue,MAD Lions,FALSE,Senna,Maokai,Ivern,Kalista,Karma,Varus,Azir,Vi,Taliyah,Aphelios,K'Sante,Jinx,Rell,Gwen,Blitzcrank,Akali,Twisted Fate,Sejuani,Tahm Kench,Rakan
-589.058125,2024-02-17T16:02:00Z,Team BDS,blue,MAD Lions,FALSE,Senna,Maokai,Karma,Kalista,Twisted Fate,Varus,Aphelios,Azir,Ivern,Vi,Blitzcrank,Xayah,Orianna,Nautilus,Hwei,Rakan,Braum,Corki,K'Sante,Gnar
-589.058125,2024-02-17T16:02:00Z,Team BDS,red,MAD Lions,TRUE,Kalista,Senna,Ashe,Twisted Fate,Maokai,Varus,Karma,Xin Zhao,Ezreal,Vi,Kai'Sa,Azir,Nautilus,Blitzcrank,Rell,Rakan,Alistar,Renata Glasc,Akali,Lee Sin
-589.058125,2024-02-17T16:02:00Z,Team BDS,blue,MAD Lions,TRUE,Senna,Maokai,Twisted Fate,Kalista,Ivern,Varus,Ezreal,Karma,Vi,Xin Zhao,Azir,Nautilus,Braum,Gnar,Alistar,Kai'Sa,Aphelios,Gragas,Rakan,K'Sante
-589.058125,2024-02-17T16:02:00Z,Team BDS,red,MAD Lions,FALSE,Maokai,Senna,Kalista,Ivern,Ezreal,Varus,Azir,Xin Zhao,Rakan,Xayah,Rell,Aphelios,Twisted Fate,Orianna,Vi,Karma,Corki,Brand,K'Sante,Gragas
-566.62125,2024-03-09T17:55:00Z,Team BDS,blue,G2 Esports,FALSE,Draven,Ashe,Twisted Fate,Vi,Kalista,Orianna,Taliyah,Smolder,Ahri,Zeri,Nautilus,Braum,Renekton,Jayce,Sejuani,Jax,Lee Sin,Poppy,Aatrox,Volibear
-565.62125,2024-03-10T16:05:00Z,Team BDS,red,Team Vitality,FALSE,Orianna,Kalista,Ashe,Smolder,Taliyah,Rell,Senna,Zeri,Sejuani,Nautilus,Jayce,Rakan,Twisted Fate,Renekton,LeBlanc,Darius,Ahri,Maokai,Rumble,Olaf
-564.62125,2024-03-11T16:02:00Z,Team BDS,red,Rogue,TRUE,Varus,Smolder,Zeri,Orianna,Vi,Senna,Kalista,Aphelios,Taliyah,Hwei,Renata Glasc,Blitzcrank,Jarvan IV,Darius,Volibear,Rell,Maokai,Xin Zhao,Gragas,Renekton
-559.62125,2024-03-16T16:02:00Z,Team BDS,red,SK Gaming,TRUE,Ashe,Smolder,Orianna,Rell,Varus,Kalista,Neeko,Karma,Aphelios,Xin Zhao,Zeri,Jax,Renekton,K'Sante,Gragas,Malphite,Thresh,Nautilus,Jayce,Olaf
-558.62125,2024-03-17T16:04:00Z,Team BDS,red,GIANTX,TRUE,Ashe,Smolder,Vi,Kalista,Olaf,Maokai,Orianna,Zeri,Neeko,Rumble,Nautilus,Rell,Varus,Ornn,Senna,Jax,Xin Zhao,Xayah,Lee Sin,Sion
-557.62125,2024-03-18T16:05:00Z,Team BDS,blue,Team Heretics,FALSE,Senna,Smolder,Kalista,Ashe,Vi,Olaf,Orianna,Rell,Zeri,Aphelios,Thresh,Neeko,Renekton,Gragas,Xin Zhao,Lee Sin,Nocturne,K'Sante,Sejuani,Twisted Fate
-553.62125,2024-03-22T16:48:00Z,Team BDS,blue,Fnatic,TRUE,Taliyah,Neeko,Jax,Smolder,Varus,Kalista,Orianna,Karma,Vi,Xin Zhao,Zeri,Nautilus,Olaf,Twisted Fate,Braum,Kai'Sa,Jinx,Rell,Renekton,Rumble
-552.62125,2024-03-23T17:48:00Z,Team BDS,blue,MAD Lions,FALSE,Senna,Orianna,Vi,Ashe,Varus,Karma,Kalista,Smolder,Neeko,Renata Glasc,Ahri,Braum,Jax,Twisted Fate,Olaf,Jayce,Xin Zhao,Volibear,Renekton,Annie
-550.62125,2024-03-25T19:08:00Z,Team BDS,red,Karmine Corp,TRUE,Varus,Kalista,Orianna,Karma,Xin Zhao,Rumble,Vi,Zeri,Rell,Taliyah,Smolder,Neeko,Renekton,Volibear,Rakan,Malphite,Lee Sin,Braum,Jayce,Olaf
-544.62125,2024-03-31T15:01:00Z,Team BDS,red,Team Heretics,TRUE,Ashe,Senna,Rell,Neeko,Olaf,Azir,Orianna,Zeri,Karma,Varus,Volibear,Jax,Renata Glasc,Darius,Renekton,Rakan,Nautilus,K'Sante,Alistar,Twisted Fate
-544.62125,2024-03-31T15:01:00Z,Team BDS,red,Team Heretics,TRUE,Ashe,Senna,Rell,Neeko,Jax,Azir,Orianna,Zeri,Karma,Volibear,Kalista,Olaf,Gragas,Xin Zhao,Renata Glasc,Vi,Nautilus,Rumble,Alistar,Viego
-544.184375,2024-04-01T15:01:00Z,Team BDS,red,Team Vitality,FALSE,Olaf,Rumble,Orianna,Jayce,Varus,Kalista,Azir,Xayah,Nautilus,Braum,Twisted Fate,Vi,Jarvan IV,Jax,Rell,Yasuo,Syndra,Ezreal,Maokai,Gnar
-544.184375,2024-04-01T15:01:00Z,Team BDS,blue,Team Vitality,TRUE,Rumble,Olaf,Twisted Fate,Orianna,Kalista,Varus,Azir,Jayce,Maokai,Rell,Zeri,Kai'Sa,Renekton,Nautilus,Sejuani,Aatrox,Rakan,Vi,Gragas,Tristana
-544.184375,2024-04-01T15:01:00Z,Team BDS,red,Team Vitality,TRUE,Olaf,Rumble,Orianna,Twisted Fate,Rell,Kalista,Azir,Zeri,Maokai,Xayah,Nautilus,Rakan,Jayce,Darius,Sejuani,Garen,Hwei,Aatrox,Volibear,Renekton
-538.184375,2024-04-07T15:02:00Z,Team BDS,red,G2 Esports,FALSE,Vi,Draven,Zeri,Twisted Fate,Nautilus,Kalista,Rell,Varus,Volibear,Jinx,Lulu,Ashe,Neeko,Orianna,LeBlanc,Taliyah,Azir,Sion,Aurelion Sol,Aatrox
-538.184375,2024-04-07T15:02:00Z,Team BDS,blue,G2 Esports,TRUE,Draven,Vi,Twisted Fate,Zeri,Kalista,Rell,Volibear,Jinx,Jax,Lucian,Nami,Nautilus,Rumble,Rek'Sai,Orianna,Neeko,Taliyah,Gragas,Azir,K'Sante
-538.184375,2024-04-07T15:02:00Z,Team BDS,red,G2 Esports,FALSE,Vi,Draven,Zeri,Twisted Fate,Nautilus,Kalista,Rell,Varus,Volibear,Jinx,Lulu,Ashe,Sion,Orianna,Neeko,Taliyah,Azir,Zac,Aurelion Sol,Aatrox
-538.184375,2024-04-07T15:02:00Z,Team BDS,blue,G2 Esports,FALSE,Draven,Vi,Twisted Fate,Zeri,Jinx,Rell,Volibear,Aphelios,Rek'Sai,Rumble,Azir,Taliyah,Lucian,Nautilus,Xayah,Lulu,Sion,Kai'Sa,Rakan,Janna
-532.184375,2024-04-13T15:03:00Z,Team BDS,blue,Fnatic,TRUE,Vi,Nautilus,Jarvan IV,Orianna,Ashe,Rumble,Taliyah,Zeri,Rell,Xayah,Rakan,Azir,Volibear,Zac,Maokai,Rek'Sai,Twisted Fate,Sejuani,Yasuo,Poppy
-532.184375,2024-04-13T15:03:00Z,Team BDS,blue,Fnatic,TRUE,Vi,Nautilus,Jarvan IV,Orianna,Rell,Ashe,Taliyah,Zeri,Azir,Xayah,Rakan,Lulu,Volibear,Zac,Renekton,Sejuani,Maokai,Xin Zhao,Gragas,K'Sante
-532.184375,2024-04-13T15:03:00Z,Team BDS,red,Fnatic,FALSE,Ashe,Rell,Orianna,Rek'Sai,Zeri,Vi,Taliyah,Xayah,Azir,Volibear,Varus,Rakan,Nautilus,Olaf,Renata Glasc,Rumble,Sejuani,K'Sante,Alistar,Darius
-532.184375,2024-04-13T15:03:00Z,Team BDS,blue,Fnatic,FALSE,Vi,Taliyah,Volibear,Rell,Varus,Zeri,Azir,Aurelion Sol,Kalista,Ashe,Xin Zhao,Jax,Olaf,Zac,Renekton,Renata Glasc,K'Sante,Nautilus,Gragas,Blitzcrank
-532.184375,2024-04-13T15:03:00Z,Team BDS,red,Fnatic,FALSE,Orianna,Vi,Zeri,Varus,Kalista,Volibear,Rell,Xayah,Taliyah,Azir,Rek'Sai,Rakan,Lucian,Darius,Jinx,Olaf,Xin Zhao,Ezreal,Nautilus,Zac
-476.310625,2024-06-08T17:14:51.676Z,Team BDS,red,Team Vitality,TRUE,Olaf,Skarner,Varus,Rumble,LeBlanc,Twisted Fate,Corki,Taliyah,Nautilus,Lillia,Rell,Senna,Jayce,Darius,Camille,Garen,Viego,Renekton,Orianna,K'Sante
-475.310625,2024-06-09T15:04:00Z,Team BDS,blue,Team Heretics,TRUE,Senna,Corki,Orianna,Skarner,Twisted Fate,Rumble,K'Sante,Nautilus,Varus,Rell,Jinx,Taliyah,LeBlanc,Zac,Xin Zhao,Vi,Camille,Tristana,Karthus,Ivern
-474.310625,2024-06-10T16:55:00Z,Team BDS,blue,G2 Esports,TRUE,Draven,Skarner,LeBlanc,Rumble,Twisted Fate,Ivern,Taliyah,Varus,Vi,Jinx,Rell,Hwei,K'Sante,Camille,Renekton,Zac,Renata Glasc,Tristana,Gragas,Kennen
-469.310625,2024-06-15T15:04:00Z,Team BDS,blue,SK Gaming,FALSE,Sejuani,Tristana,Ashe,Nautilus,Lucian,Vi,Rumble,Skarner,Corki,Jinx,Rell,Alistar,Olaf,LeBlanc,Sylas,Nidalee,Maokai,Mordekaiser,Varus,Kai'Sa
-468.310625,2024-06-16T18:33:38.975Z,Team BDS,red,Karmine Corp,TRUE,Vi,Rumble,Taliyah,Skarner,Jinx,Sejuani,Maokai,Ivern,Zeri,Nautilus,Kai'Sa,Rell,Yone,Jax,Camille,K'Sante,Azir,Tristana,Twisted Fate,Yasuo
-462.310625,2024-06-22T15:06:08.761Z,Team BDS,blue,Rogue,TRUE,LeBlanc,Ivern,Senna,Varus,Skarner,Rumble,Taliyah,Tristana,Ezreal,Renekton,Sejuani,Leona,Lucian,Maokai,Alistar,Brand,Karthus,Zeri,Rell,Ornn
-461.310625,2024-06-23T16:04:54.354Z,Team BDS,red,GIANTX,TRUE,Zeri,Skarner,Renekton,Varus,Cassiopeia,Rumble,Sejuani,Jinx,Rell,Alistar,Ezreal,Taliyah,Yone,Olaf,Ornn,Tristana,Corki,Kai'Sa,Gragas,K'Sante
-454.310625,2024-06-30T17:00:46.308Z,Team BDS,blue,Fnatic,TRUE,Vi,Maokai,Hwei,Rumble,LeBlanc,Rell,Skarner,Corki,Ivern,Taliyah,Jinx,Zeri,Tristana,Nautilus,Sejuani,Mordekaiser,K'Sante,Alistar,Viego,Leona
-441.87375,2024-07-12T17:02:04.875Z,Team BDS,blue,MAD Lions,FALSE,Vi,Rumble,Varus,Ezreal,Twisted Fate,Rell,Taliyah,Tristana,Zeri,Nautilus,Corki,Braum,Kai'Sa,Sejuani,Jinx,Yasuo,Zyra,Twitch,Gnar,Camille
-441.87375,2024-07-12T17:57:01.162Z,Team BDS,blue,MAD Lions,TRUE,Vi,Rumble,Varus,Ezreal,Sejuani,Alistar,Rell,Taliyah,Zeri,Zyra,Corki,Tristana,Kai'Sa,Twisted Fate,Jinx,Neeko,Braum,Aphelios,Renekton,Poppy
-441.87375,2024-07-12T18:53:53.084Z,Team BDS,blue,MAD Lions,TRUE,Vi,Rumble,Varus,Ezreal,Sejuani,Rell,Zyra,Zeri,Tristana,Corki,Jinx,Taliyah,Nautilus,Twisted Fate,Alistar,Neeko,Rakan,Blitzcrank,Renekton,K'Sante
-439.87375,2024-07-14T16:50:39.729Z,Team BDS,red,G2 Esports,FALSE,Jinx,Leona,Rell,Tristana,Rumble,Ashe,Sejuani,Taliyah,Zeri,Lucian,Caitlyn,Nautilus,Braum,Vi,Zyra,Renekton,Viego,Renata Glasc,Aatrox,Dr. Mundo
-439.87375,2024-07-14T17:40:24.046Z,Team BDS,red,G2 Esports,FALSE,Jinx,Leona,Rell,Sejuani,Rumble,Caitlyn,Tristana,Corki,Zyra,Maokai,Ashe,Zeri,Braum,Nautilus,Renata Glasc,Blitzcrank,Alistar,Seraphine,Jayce,Malphite
-430.87375,2024-07-23T15:08:18.819Z,Team BDS,blue,GIANTX,TRUE,Ornn,Rell,Kai'Sa,Renekton,Maokai,Corki,Rumble,Tristana,Sejuani,Azir,Ashe,Ezreal,Nautilus,Kennen,Vi,Rakan,Alistar,Braum,Viego,Sion
-430.87375,2024-07-23T16:13:50.046Z,Team BDS,red,GIANTX,FALSE,Zyra,Kai'Sa,Taliyah,Tristana,Brand,Rumble,Rell,Maokai,Ezreal,Ashe,Ornn,Olaf,Sejuani,Braum,Amumu,Alistar,Rakan,Nidalee,Lucian,Azir
-430.87375,2024-07-23T17:13:23.587Z,Team BDS,blue,GIANTX,TRUE,Ornn,Renekton,Kai'Sa,Rell,Rumble,Zyra,Tristana,Sejuani,Ashe,Taliyah,Zeri,Yone,Braum,Kennen,Alistar,Nautilus,Rakan,Maokai,K'Sante,Poppy
-427.87375,2024-07-26T15:08:07.892Z,Team BDS,blue,Karmine Corp,FALSE,Sejuani,Rell,Vi,Tristana,Azir,Rumble,Zyra,Ezreal,Maokai,Lucian,Ashe,Corki,Renekton,Jayce,Braum,Rakan,Leona,Nautilus,K'Sante,Twisted Fate
-427.87375,2024-07-26T16:09:40.334Z,Team BDS,blue,Karmine Corp,TRUE,Vi,Rumble,Maokai,Tristana,Azir,Ashe,Sejuani,Zeri,Renekton,Rell,Jinx,Brand,Volibear,Lucian,Jax,Rakan,Corki,Dr. Mundo,Cassiopeia,Leona
-427.87375,2024-07-26T16:54:02.364Z,Team BDS,red,Karmine Corp,TRUE,Rell,Sejuani,Ashe,Maokai,Zyra,Rumble,Tristana,Corki,Kai'Sa,Zeri,Vi,Morgana,Kennen,K'Sante,Rakan,Nautilus,Alistar,Lulu,Gnar,Malphite
-427.87375,2024-07-26T18:00:08.727Z,Team BDS,red,Karmine Corp,FALSE,Rell,Maokai,Ashe,Sejuani,Malphite,Rumble,Tristana,Corki,Kai'Sa,Zeri,Kennen,Nautilus,Rakan,Zyra,Vi,Taliyah,Brand,Alistar,Viego,Sion
-427.87375,2024-07-26T18:51:13.984Z,Team BDS,blue,Karmine Corp,TRUE,Maokai,Tristana,Vi,Rumble,Azir,Renekton,Sejuani,Zeri,Rell,Jinx,Lucian,Corki,Renata Glasc,Kennen,Alistar,Jayce,Viego,Rakan,Olaf,Akali
-426.87375,2024-07-27T15:08:53.954Z,Team BDS,red,G2 Esports,TRUE,Ziggs,Tristana,Ezreal,Sejuani,Rell,Azir,Rumble,Ashe,Lucian,Maokai,Corki,Zyra,Jhin,K'Sante,Miss Fortune,Olaf,Ornn,Varus,Leona,Braum
-426.87375,2024-07-27T16:01:11.097Z,Team BDS,red,G2 Esports,FALSE,Rell,Tristana,Rumble,Sejuani,Braum,Azir,Zyra,Ashe,Lucian,Nautilus,Miss Fortune,Alistar,Ezreal,Olaf,Varus,Nidalee,Renekton,Ornn,Corki,Taliyah
-426.87375,2024-07-27T16:52:22.565Z,Team BDS,red,G2 Esports,FALSE,Rell,Tristana,Braum,Sejuani,Rumble,Azir,Zyra,Ashe,Lucian,Nautilus,Miss Fortune,Alistar,Ezreal,Nidalee,Varus,Taliyah,Karthus,Corki,Aatrox,Twisted Fate
-426.87375,2024-07-27T17:47:25.219Z,Team BDS,blue,G2 Esports,FALSE,Ashe,Rell,Corki,Rumble,Tristana,Zyra,Sejuani,Azir,Maokai,Taliyah,Jinx,Miss Fortune,Braum,Ornn,Renekton,Nautilus,Leona,K'Sante,Rakan,Dr. Mundo
-413.436875,2024-08-10T15:10:17.913Z,Team BDS,blue,Fnatic,FALSE,Varus,Ashe,Leona,Rell,Azir,Zeri,Miss Fortune,Vi,Ezreal,Corki,Morgana,Kennen,Ornn,Rakan,Renekton,LeBlanc,Yone,Alistar,K'Sante,Braum
